48,30,1
43,50,1
18,12,1
47,3,0
48,1,0
2,7,1
34,9,1
27,9,0
25,10,0
5,17,0
26,34,0
23,18,1
25,15,0
47,18,1
34,4,1
31,8,1
16,50,0
48,48,0
16,24,1
24,23,1
21,36,1
18,38,0
1,13,1
28,2,1
1,40,0
11,35,1
5,5,1
7,12,1
36,19,1
37,10,1
29,24,1
30,10,1
48,31,1
34,9,1
2,7,1
50,26,0
40,24,0
50,34,0
46,44,0
34,17,1
43,12,0
2,48,0
25,35,1
12,26,1
12,33,1
10,48,0
33,39,0
8,23,0
47,43,0
7,29,1
43,26,0
45,4,0
47,15,1
25,24,0
7,6,0
3,31,0
45,42,1
39,39,0
25,21,1
8,30,1
2,22,1
25,39,1
46,3,0
22,27,1
2,40,0
33,24,1
39,40,1
22,34,0
39,43,0
39,24,0
1,14,1
23,35,0
44,15,0
15,17,1
27,2,1
15,46,0
11,39,0
2,12,0
50,22,1
50,21,1
24,1,0
23,19,0
10,23,1
38,46,1
37,7,1
3,44,1
45,22,1
21,30,0
13,41,0
33,4,0
35,5,1
46,17,0
30,3,0
14,22,1
42,46,0
42,9,0
14,25,0
42,45,0
5,31,1
30,23,0
15,36,1
5,24,0
5,13,0
18,10,1
42,6,1
25,27,0
32,40,1
3,10,0
21,33,1
1,10,0
1,31,0
29,6,0
5,29,0
41,32,0
4,29,0
8,34,1
11,33,0
5,31,1
19,31,0
35,28,1
26,19,0
14,9,0
33,39,1
19,6,1
29,32,1
19,28,0
10,47,0
21,48,0
49,27,1
33,37,1
27,39,1
45,6,0
31,50,0
32,9,1
49,45,1
22,47,0
24,6,0
11,23,0
25,34,0
6,24,0
42,7,1
8,24,0
36,29,1
10,9,0
13,26,0
35,36,0
4,8,1
27,48,1
31,24,0
42,23,0
34,21,1
11,38,0
13,23,1
8,44,0
27,13,1
14,9,0
46,12,0
4,13,0
5,47,1
39,33,1
48,50,1
31,18,0
49,11,0
38,13,1
42,11,0
42,22,0
28,20,0
6,35,1
6,8,1
13,42,1
19,34,1
39,35,1
29,1,0
21,27,1
18,46,0
50,50,1
49,34,1
50,1,0
49,48,1
14,20,1
18,49,0
8,1,0
1,3,1
37,44,0
47,25,0
11,50,0
39,39,0
7,16,0
8,26,0
33,10,1
38,12,1
4,44,0
30,43,0
38,11,1
4,1,0
20,39,0
42,30,1
35,47,1
40,6,0
22,31,1
33,37,0
20,12,0
49,15,0
2,31,0
46,29,1
31,33,0
4,4,1
34,37,1
23,23,1
7,9,1
39,15,0
41,42,1
2,3,1
14,12,0
14,26,1
36,15,0
7,39,0
11,16,1
21,27,0
18,24,0
31,4,1
49,23,1
7,27,0
29,35,0
14,15,0
50,40,1
18,14,0
21,25,0
2,41,0
27,41,0
8,38,0
41,40,0
21,15,0
32,33,0
24,4,0
45,32,0
28,36,1
30,30,1
44,25,0
36,2,0
34,38,0
11,50,1
32,13,0
3,17,1
30,11,0
19,46,1
5,16,0
4,42,1
25,14,0
14,44,0
41,10,0
24,35,1
49,7,1
7,13,1
23,48,1
49,14,1
41,42,1
29,6,1
22,24,0
29,4,0
19,31,0
43,35,1
4,28,1
19,42,0
7,14,1
10,25,1
19,12,1
47,14,0
32,39,0
25,21,1
49,37,0
21,27,1
40,2,1
35,9,0
13,5,1
29,49,0
48,21,1
6,32,1
20,46,0
42,33,1
3,14,1
40,37,1
47,11,1
10,14,1
1,48,1
41,30,1
21,34,1
8,4,0
10,42,0
44,22,0
3,11,1
40,36,0
23,18,0
2,1,1
27,6,1
28,23,1
18,35,1
50,19,1
21,28,0
24,13,1
29,32,0
32,26,0
18,13,1
12,23,0
7,23,0
5,13,0
19,11,0
36,20,0
38,11,1
46,34,1
19,14,1
45,21,1
10,29,1
38,26,0
30,13,1
34,21,0
38,10,0
26,21,1
30,29,1
35,13,0
22,9,0
1,39,0
18,38,1
3,42,0
19,46,1
14,32,1
27,16,1
47,33,0
14,25,1
18,43,0
18,32,0
2,35,0
12,25,1
44,34,0
12,36,1
27,38,0
12,36,1
50,1,0
33,1,1
26,3,0
36,18,0
44,21,1
16,18,0
2,12,0
2,31,1
22,45,0
41,24,0
32,13,1
18,47,0
34,7,0
41,35,0
8,16,1
2,10,0
35,40,0
13,13,0
19,20,0
35,37,0
19,18,1
18,46,1
13,28,0
17,47,0
24,35,0
44,28,0
23,2,1
50,11,0
30,46,1
11,20,0
28,49,0
48,9,1
32,48,0
30,37,1
24,13,1
5,44,0
48,38,1
1,6,0
6,46,0
10,6,1
40,44,1
11,41,0
40,32,1
1,42,1
29,29,0
23,29,0
16,31,0
18,24,0
44,25,1
5,1,1
20,16,1
49,41,1
11,17,1
49,40,1
47,29,1
10,33,1
6,44,1
27,44,0
50,36,0
49,41,0
32,46,0
34,32,0
1,2,1
12,22,0
9,15,0
9,9,0
4,12,0
39,39,1
40,22,1
29,40,1
10,4,0
20,3,0
13,50,0
24,18,0
23,48,1
49,2,0
27,7,0
29,4,0
28,5,1
48,24,1
13,6,1
44,41,1
23,45,0
25,31,1
35,23,0
42,19,0
43,34,0
2,19,1
28,38,0
9,22,0
6,24,0
36,34,1
32,26,0
36,48,1
46,41,0
29,36,1
7,16,0
4,1,1
40,48,1
10,29,0
48,33,0
47,44,0
21,20,1
19,15,1
24,30,1
43,21,0
31,12,1
25,16,1
2,20,0
42,26,1
45,4,0
48,43,1
42,36,0
39,31,0
12,7,0
19,48,1
24,37,0
26,12,0
26,10,0
9,45,1
34,32,1
36,16,0
41,38,1
31,26,1
15,41,0
18,3,1
21,4,0
33,19,0
25,7,1
30,43,0
24,14,1
13,19,0
33,50,0
34,8,1
44,11,1
7,36,0
32,17,1
17,47,0
43,31,1
8,37,0
35,30,1
6,17,0
48,50,0
11,9,1
39,43,1
32,9,1
17,9,0
25,38,1
44,27,0
47,36,1
17,1,1
29,44,0
49,46,1
49,11,1
20,43,0
8,16,0
7,25,1
41,21,0
20,23,1
9,38,0
2,14,1
19,4,1
11,27,1
11,15,0
18,27,1
26,22,0
25,23,0
47,30,0
18,38,1
22,1,1
23,10,0
1,48,0
17,33,0
43,35,1
5,35,1
35,31,0
7,36,1
5,20,0
47,21,0
37,31,1
8,35,1
20,44,1
42,15,1
20,38,1
49,43,1
40,42,0
26,39,0
40,24,1
20,14,1
26,29,1
32,43,0
46,5,1
50,26,1
44,13,1
17,18,0
19,34,1
20,27,1
2,6,1
50,17,0
20,40,1
50,18,1
27,4,1
48,2,0
27,44,0
38,23,1
16,2,1
30,5,0
50,34,1
18,39,0
6,12,0
7,31,1
42,37,1
4,9,1
29,23,1
36,30,1
17,16,0
36,13,1
17,25,0
33,39,0
6,20,0
27,1,1
11,26,0
45,26,0
42,15,0
40,11,1
33,6,0
10,46,0
33,5,1
22,10,0
16,18,1
24,26,0
15,36,0
50,21,0
14,27,1
3,35,0
6,13,1
29,43,0
4,5,1
38,14,1
24,10,1
45,9,0
22,18,0
3,45,0
39,5,1
12,44,0
22,20,0
47,2,0
15,42,0
50,38,0
16,15,0
21,3,0
17,25,0
25,49,0
23,5,0
30,20,1
20,10,0
49,24,1
3,48,0
1,15,1
29,1,1
38,23,1
29,23,0
36,36,0
45,20,0
26,12,0
25,46,0
2,9,0
32,4,1
49,36,1
38,31,0
29,48,0
31,45,0
11,22,0
20,16,1
47,49,1
37,34,0
7,34,1
28,47,0
17,11,0
29,11,0
43,32,1
35,25,1
10,11,1
8,49,0
27,48,0
23,41,1
21,32,1
9,36,0
47,16,1
46,50,1
8,10,0
10,20,1
38,48,0
7,18,0
16,10,1
26,33,1
23,9,1
36,8,0
39,37,0
48,6,0
33,25,0
10,15,1
21,14,0
13,39,0
6,44,1
24,34,0
7,36,1
1,18,0
33,6,0
1,13,1
4,7,1
16,43,0
26,23,0
37,19,0
29,40,1
16,42,1
18,48,1
2,42,1
28,28,1
14,28,1
49,26,1
8,30,1
23,21,0
28,42,0
49,1,0
6,26,0
44,46,1
19,8,0
6,33,0
31,11,0
31,18,0
3,45,1
43,8,1
32,18,0
28,25,1
39,29,1
1,12,0
42,7,0
6,49,0
41,48,0
28,35,0
3,29,1
14,41,0
16,12,0
13,47,1
14,10,1
18,33,1
1,36,0
46,12,0
14,4,0
41,4,1
19,3,1
23,12,0
45,4,1
50,46,1
39,46,0
24,22,0
35,43,1
39,17,1
39,43,0
49,7,0
26,38,1
41,12,0
38,11,0
25,31,1
4,10,1
46,9,1
42,10,1
18,45,0
46,28,0
44,50,0
25,20,1
18,13,1
47,21,1
6,12,1
30,40,0
35,1,0
43,35,1
20,43,0
13,13,1
11,14,1
11,48,0
33,24,1
12,14,1
12,13,0
48,43,1
31,4,1
30,38,0
12,47,1
40,16,0
23,38,1
16,7,1
41,3,1
17,8,1
4,7,0
17,45,1
3,3,1
39,36,1
16,10,1
33,26,0
18,49,1
6,36,0
8,39,1
4,41,1
31,13,0
43,43,0
8,33,1
17,24,1
3,28,1
12,10,1
44,13,0
24,32,0
9,38,1
