820,tangible,4,4,3
821,access,3,4,1
822,regional,1,3,2
823,Reduced,3,2,4
824,reciprocal,1,2,1
825,flexibility,5,2,3
826,workforce,1,2,2
827,national,4,2,4
828,interactive,5,2,4
829,Upgradable,3,3,4
830,Robust,2,4,3
831,Visionary,5,3,2
832,project,5,4,3
833,support,6,4,4
834,Diverse,6,4,2
835,concept,6,2,3
836,encompassing,1,4,4
837,Proactive,6,3,4
838,complexity,2,3,1
839,Synergistic,6,3,1
840,synergy,1,2,1
841,Reduced,4,3,4
842,Virtual,2,4,3
843,Open-architected,2,2,3
844,knowledge user,1,1,1
845,bi-directional,4,3,4
846,Multi-layered,6,4,4
847,Switchable,2,2,4
848,analyzing,2,3,4
849,Customizable,5,4,1
850,Reduced,3,3,1
851,project,2,1,4
852,initiative,4,3,4
853,frame,4,2,1
854,upward-trending,1,3,3
855,Devolved,6,4,4
856,multi-tasking,4,1,1
857,Proactive,2,3,4
858,Face to face,3,1,4
859,Profound,4,2,2
860,Horizontal,6,4,1
861,Vision-oriented,2,3,3
862,Diverse,2,2,3
863,Multi-layered,3,4,4
864,Operative,3,2,4
865,task-force,5,2,3
866,systemic,4,4,2
867,Decentralized,5,3,1
868,intangible,1,4,1
869,client-driven,4,1,3
870,disintermediate,3,2,3
871,reciprocal,4,4,2
872,Integrated,4,2,4
873,Devolved,1,1,3
874,Cross-group,6,4,4
875,productivity,3,1,2
876,access,1,1,1
877,secured line,3,2,1
878,Decentralized,1,3,2
879,Decentralized,3,4,3
880,middleware,1,4,1
881,array,3,1,4
882,ability,2,3,1
883,full-range,1,2,1
884,Expanded,4,2,1
885,Secured,6,4,1
886,fault-tolerant,3,4,4
887,Balanced,6,3,2
888,global,4,1,1
889,foreground,3,4,2
890,firmware,5,4,3
891,benchmark,2,2,2
892,projection,3,4,1
893,upward-trending,1,4,2
894,Profound,3,1,4
895,Front-line,5,2,2
896,ability,1,3,2
897,Diverse,1,2,2
898,Re-contextualized,3,4,3
899,Fully-configurable,6,3,4
900,actuating,5,2,1
901,Extended,6,3,3
902,attitude-oriented,1,2,3
903,concept,5,2,4
904,even-keeled,3,4,4
905,Decentralized,2,4,4
906,systemic,3,3,1
907,artificial intelligence,6,1,3
908,process improvement,3,4,3
909,Inverse,2,4,4
910,clear-thinking,3,3,1
911,capacity,4,2,2
912,system engine,6,2,4
913,moderator,5,1,4
914,reciprocal,4,1,2
915,firmware,5,1,4
916,emulation,3,1,2
917,methodology,2,2,4
918,didactic,5,2,1
919,multimedia,5,2,4
920,Grass-roots,3,1,1
921,Re-engineered,3,2,1
922,software,2,1,1
923,Public-key,3,1,2
924,function,6,2,1
925,multimedia,5,1,4
926,Upgradable,1,3,4
927,Balanced,3,4,2
928,contextually-based,3,3,1
929,firmware,5,1,1
930,functionalities,2,4,1
931,coherent,1,2,2
932,Fully-configurable,3,4,3
933,Graphical User Interface,6,2,3
934,Advanced,1,4,4
935,bandwidth-monitored,6,1,1
936,Robust,2,2,3
937,budgetary management,1,4,2
938,pricing structure,5,3,2
939,dedicated,2,1,1
940,exuding,2,1,2
941,collaboration,5,2,3
942,tangible,2,1,1
943,directional,1,1,1
944,content-based,4,4,1
945,Progressive,3,4,2
946,info-mediaries,1,3,1
947,Diverse,3,4,1
948,toolset,3,1,3
949,demand-driven,6,3,1
950,Focused,3,2,1
951,bi-directional,4,4,4
952,hardware,2,1,2
953,standardization,4,4,4
954,Synergized,6,1,4
955,hierarchy,6,4,2
956,Cloned,3,3,1
957,time-frame,6,3,4
958,optimizing,3,2,2
959,Fundamental,3,1,4
960,Decentralized,6,4,2
961,firmware,1,3,1
962,demand-driven,3,2,3
963,dedicated,5,3,1
964,User-friendly,3,4,1
965,Devolved,5,1,2
966,didactic,4,3,2
967,open system,1,3,3
968,Operative,6,4,4
969,leading edge,2,1,4
970,encoding,4,2,4
971,bandwidth-monitored,5,2,3
972,success,4,2,1
973,concept,3,4,4
974,Synergistic,1,2,2
975,neural-net,5,4,4
976,human-resource,4,2,4
977,eco-centric,4,2,3
978,paradigm,3,1,2
979,mission-critical,3,2,2
980,uniform,2,3,3
981,Distributed,6,2,4
982,Grass-roots,2,4,2
983,human-resource,2,3,3
984,heuristic,1,4,4
985,model,6,1,3
986,matrices,2,2,2
987,firmware,3,2,3
988,migration,3,2,1
989,Phased,6,1,1
990,knowledge base,2,3,3
991,circuit,6,1,3
992,zero tolerance,6,4,4
993,even-keeled,2,3,2
994,tertiary,6,3,2
995,Object-based,5,1,1
996,Public-key,5,4,4
997,empowering,1,4,1
998,initiative,5,1,2
999,6th generation,6,1,2
1000,3rd generation,4,3,2
